Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address,
65627.05111,7.97,19,8,44808.30337,161466,"71899 Cole Throughway Apt. 835
North Wendymouth, FM 73767",
75434.55458,6.14,14,5,43181.90541,161332,"746 Steele Terrace Suite 937
Hughesborough, MS 51862",
70153.70129,4.44,4,10,35808.41019,765505,"Unit 6663 Box 8817
DPO AE 57810",
84014.41157,6.84,13,10,41819.36384,169678,"USCGC Martinez
FPO AP 67990-6855",
65489.29173,6.25,7,8,22599.37411,980161,"389 Luna Squares Apt. 797
East Russellmouth, AL 36775-2638",
78545.32417,5.51,18,18,34477.46586,116762,"1162 Michelle Green
Cheyennechester, NM 45297-5228",
71893.47208,6.29,6,1,19033.61118,995849,"USCGC Gomez
FPO AA 97030",
73311.08804,5.82,10,3,37252.96217,127649,"3960 Bush Walks
Kimville, TX 38356-9719",
77504.80423,5.68,9,2,41864.78624,164915,"2669 Karen Square Apt. 062
New Jennifermouth, PR 19498",
75668.93213,4.87,20,8,40746.12022,160326,"216 Oliver Keys
Zamorafurt, GU 66579",
77032.27071,5.34,7,1,29023.35352,131438,"Unit 8133 Box 6709
DPO AE 86310-8698",
71467.13016,6.48,9,15,39812.30642,135736,"72667 Timothy Flat Apt. 173
Robinsonmouth, GU 99851-4011",
70189.00591,4.67,5,13,53705.13173,130801,"47143 Terry Plain
Karenfort, AL 41285-0143",
77085.54711,5.56,3,7,21287.44252,124601,"231 Michelle Falls
Williamsfort, AR 04033-9918",
80957.05293,6.8,15,18,30545.48765,146795,"24628 Gray Curve
Kirkshire, WY 39107",
56986.83313,5.73,14,10,43921.10884,123930,"736 Tara Dam Suite 886
Port Katelynchester, LA 57144-8259",
69155.64581,6.55,5,11,40808.13621,145702,"31028 Smith Springs Suite 877
South Jeffreychester, WI 94105-9295",
76850.37944,5.23,20,13,36333.48147,131566,"8088 Miller Plains
Mollyport, AK 44811-8095",
70866.71679,5.87,4,6,24511.81998,885709,"538 Roger Circle Apt. 824
Juarezport, OR 83733",
54028.10097,5.17,6,18,31319.53603,566645,"PSC 9663, Box 0897
APO AA 89838",
64315.31047,6.47,8,11,34940.35476,108817,"759 Oneal Crescent
Colleenport, NM 31592-5032",
66374.68733,5.78,19,3,36809.12493,110573,"280 David Viaduct
New Laurenbury, GA 91091-4353",
63221.91504,7.37,3,19,44348.42034,157166,"23837 Kayla Lodge
North Susan, ID 23300",
80417.54394,4.73,4,15,44523.98909,141214,"91640 Christina Islands Suite 013
Jillstad, IA 21280-8165",
73053.95322,5.71,9,10,41686.51893,122072,"2248 Bell Isle
Christinaburgh, OK 79572",
62948.73571,5.87,15,13,30494.50961,101190,"88935 Thomas Ports Apt. 639
East Kimberly, MS 36461",
59037.60924,5.2,4,5,26234.10954,685922,"USNS Johnson
FPO AA 60918",
67314.74488,6.42,15,7,31872.7763,117519,"6245 Steven Alley Suite 766
New Manuel, NE 20516-7507",
58714.48145,5.58,16,14,32762.93646,105389,"005 Robin Road Apt. 246
Port Larrychester, NE 24085-7161",
78286.51791,4.23,19,6,42425.77635,136050,"379 Williams Loop Apt. 647
Port Staceyberg, VA 40911-0337",
68785.20331,7,10,7,48564.79854,140903,"2707 Kaiser Summit
Port Jason, MN 67672",
62970.72143,5.52,6,1,14241.24877,547794,"12649 Cindy Parkway
South Joseph, CT 07688-3813",
85048.19587,4.55,13,14,23662.58487,121144,"0191 Danielle Park Suite 342
Matthewmouth, ND 66877",
82425.05337,5.33,6,10,41020.43966,140329,"298 Edwards Village Apt. 878
East Jeffreyshire, OH 06998-9930",
68817.20236,5.9,11,14,35621.67754,112569,"6322 Jensen Overpass
Port Seth, UT 98405-6588",
63170.38218,6.24,5,9,44345.07696,106719,"3488 Marshall Summit
Warnerport, CT 34831-0820",
66943.79999,4.21,2,11,28984.51021,786257,"340 Peggy Village Suite 573
Tammyview, TX 20289",
74591.28235,6.17,20,5,28860.94534,134106,"8904 Morales Crossroad
South Deborahmouth, MA 50627",
62302.06385,4.64,9,15,40291.19449,777718,"286 Allen Common Apt. 060
North Katelynmouth, OH 14510",
67559.66672,6.87,7,1,32487.56767,153946,"68740 Jason Parkways Apt. 313
Jasmineland, UT 82929-2936",
70791.51907,5.08,13,8,19314.63285,738760,"94998 Castro Mill
Richardmouth, PA 16381-9282",
61015.50784,5.38,2,5,39588.22954,777144,"14496 Alexander Lakes
Port Darren, IL 51842-5682",
65013.21245,7.32,18,16,23039.88947,113104,"5299 Rodriguez Springs Apt. 297
Castillohaven, RI 44975-9034",
59179.8686,6.21,5,6,33549.55306,892718,"528 Nancy Points
Lake Edward, FM 85808",
44426.26298,6.2,11,3,55838.91309,134440,"738 Sue Forks Suite 386
Lake Katherineville, MI 07940-4286",
52890.04582,6.7,6,1,27165.23395,117494,"246 Anderson Circles
Sarahshire, TN 88894-1090",
57896.60321,5.45,12,15,35960.62566,948054,"4667 Brandon Lights Apt. 706
North Loriside, HI 90662",
67548.1681,5.76,11,3,50213.73856,143290,"PSC 4208, Box 3441
APO AA 84455",
72009.19847,6.32,13,8,59313.73912,164994,"824 Katherine Creek
Lake Leslie, KY 06569-7910",
50143.64485,4.23,13,7,67601.22356,116858,"79390 Scott Flat
Wongbury, SC 60268",
63335.79491,6.29,16,8,35469.02867,117251,"524 Patrick Heights Suite 522
Lewisport, VA 82776",
66083.1659,4.21,8,20,39185.99503,105117,"54042 Proctor Corner Apt. 796
New Staceyville, AL 77840-1927",
68577.10973,7.51,8,1,23927.33192,123574,"622 Felicia Coves Apt. 084
Port Ianport, NE 80183",
69605.54455,5.78,19,2,17597.04113,984010,"7298 Linda Turnpike
Lynnstad, FM 06435-7232",
57276.7191,8.27,15,1,35374.24918,121061,"544 Rivera Path
East Mark, AK 64190",
73682.48621,4.61,6,7,34366.1801,766078,"364 Benjamin Place Suite 843
South Karen, KS 76654-9243",
74056.56914,5.91,8,4,38822.83419,123463,"USCGC Duncan
FPO AP 61349-9468",
60325.98588,6.81,17,7,38418.0583,136430,"2441 Amber Manors Suite 444
Kleinfort, TN 26624-3469",
84851.16007,6.35,8,17,34265.52637,142938,"084 Janice Islands
New Howard, TX 30144",
74008.82756,6.35,9,15,32743.7803,168078,"28451 Aaron Crescent Suite 764
Lake Mary, WV 10610",
64059.44247,5.78,17,1,27865.99607,884891,"979 Kiara Park Suite 926
New Joshuastad, ID 05392",
71579.1264,6,17,4,40130.54077,119857,"Unit 3168 Box 1461
DPO AP 93389-0125",
64730.12677,5.68,5,7,31879.32384,996924,"434 Zachary Villages Suite 228
West Lorraine, GA 90758",
70763.4236,6.81,17,20,29873.98841,141740,"8016 Albert Underpass Suite 606
South Catherine, SC 07163",
62072.07255,4.43,12,16,23853.96781,549947,"556 Nguyen Extensions Apt. 746
East Trevormouth, MN 70379-9628",
63209.68887,5.22,10,20,33967.6729,124169,"01546 Annette Cove Suite 203
Clementsport, MP 78826",
61009.10935,4.66,15,18,60309.12225,125868,"39003 Joshua Oval
East Jacob, CA 65413",
62566.7628,7.69,17,17,26717.60493,114417,"51832 Lindsey Locks
West Donnaburgh, DE 19633-6063",
60426.5097,6.09,4,9,46776.73635,151838,"8906 Patricia Corners Suite 926
Davidsonville, PR 86858",
56349.97492,5.41,8,18,31048.99083,592512,"83609 Sullivan Shore
Montgomerychester, MO 60768",
65827.33514,6.9,7,15,46346.6233,128359,"281 Chen Cape Suite 523
Burnsfort, AL 87881",
63376.70777,6.25,5,3,29743.5932,101409,"8394 Nathan Summit
Port Johnmouth, NE 50019-6886",
77275.76627,6.54,5,15,41162.33783,153515,"2768 James Trafficway Suite 095
Gallegostown, MD 36169",
68057.0658,6.74,6,3,52547.82917,175457,"02202 Morgan Trafficway Apt. 654
East James, MI 98044-7856",
59828.79511,5.51,4,9,47590.82639,138496,"948 Murphy Gardens
Robertside, KY 53619",
65672.20442,4.26,6,14,34640.72237,554253,"87947 Dean Valleys
New Felicia, NM 07523",
66667.32549,6.64,12,17,37198.29198,150245,"USNS Thomas
FPO AE 22417",
78074.94799,5.69,15,16,58051.60066,193080,"35058 Gregory Heights Suite 044
Garciaburgh, GA 63314",
77911.35703,5.61,14,16,42795.34656,130986,"USNV Morris
FPO AP 49380",
70378.49163,7.48,10,6,31646.37769,111052,"347 Nguyen Center Apt. 713
Nguyenmouth, GA 87473-7584",
62845.10684,7.29,19,20,44604.26897,154335,"Unit 9774 Box 4511
DPO AE 44963",
69699.51877,6.67,12,15,47248.81405,173644,"01484 Wright Plains
Nicolemouth, GU 35434",
75477.51718,6.71,20,2,18878.79928,137036,"83819 Crawford Trafficway
Lopezchester, MH 76931",
79750.29603,6.45,4,1,36085.10108,161491,"USS Cline
FPO AE 74379-7138",
63617.89555,8.04,13,17,30692.9169,112446,"714 Valerie Isle Suite 592
Atkinsonmouth, LA 88128-9040",
71501.1388,5.06,18,20,44428.1529,129338,"6670 Murray Street
Kevinside, WA 07925",
81570.54115,5.04,9,20,32485.40962,147296,"658 Peck Island
New Tanya, SC 41055-0305",
60270.45485,5.81,16,17,26945.57492,100980,"4405 Erik Alley Apt. 566
Davidshire, VT 54733",
66407.79145,6.3,8,8,38707.52552,121706,"77722 Shelton Summit
West Ronald, AL 87671-6135",
74479.33776,8.41,11,20,34615.95605,163733,"66096 Scott Lake Suite 184
Brooksport, CT 91240",
71830.74646,6.03,1,15,39939.80325,157090,"915 Brian Brook
Stephanieton, FL 61769-6794",
75869.65482,5.84,3,10,27606.00721,100269,"43472 Miller Cape Suite 583
Lake Ashley, OR 81912",
75774.7185,6.77,12,5,44508.60306,181455,"2562 Daniel Mission
Tinabury, VT 69713-4029",
75174.65807,6.91,18,17,40179.1657,167700,"USS Ponce
FPO AA 96735-0763",
73688.94661,5.3,13,19,38977.46512,117320,"36687 Madison Mission
Leeside, CO 27911-7089",
53409.27698,6.49,20,18,22522.8816,860346,"591 Sherman Expressway
Josephberg, GA 66016-6908",
59167.6354,4.18,4,10,39496.12756,631712,"7612 Price Knoll
North Tiffanyfort, DC 28501",
69429.18577,5.99,5,15,44822.3484,133092,"3617 Brandon Light
East Ashley, GU 71052-2188",
53365.02398,5.81,16,1,36419.23411,879356,"360 Christopher Road
South Garyburgh, DE 52487",
59114.19611,4.56,17,14,40488.33348,635419,"02169 Collins Forge
Hensleyland, NC 12535",
63143.62271,6.11,1,8,33577.50951,108549,"95940 Jason Trafficway
Johnbury, DC 77971-4619",
70956.99972,5.55,13,17,27811.63909,102460,"744 Davis Landing
New Valerieberg, IN 24230",
66197.49129,3.57,5,4,35919.85409,701865,"8277 Danielle Estate Suite 526
Lake Rachaelchester, TN 23079-6650",
64497.27099,5.85,18,20,30018.12056,942663,"5807 Freeman Court
North Mary, VT 01837-7658",
80948.10988,6.7,8,16,32517.53141,183809,"PSC 0218, Box 4677
APO AP 39400",
77193.94342,5.76,6,12,19630.01991,106515,"46793 Anthony Spring Suite 061
Williamsview, FM 58758",
58874.27384,6.34,6,16,19772.52166,849566,"480 Mejia Trail Apt. 386
Debrafort, IL 34297-4867",
67123.33363,5.19,6,12,27725.52718,949892,"5096 Bennett Oval Apt. 544
South Josemouth, SD 83663-3413",
71642.46378,6.4,19,18,27727.03253,129496,"282 Frank Freeway
East Michaelside, DE 91260-8323",
74614.82449,5,6,18,46070.4434,103388,"933 David Station Suite 518
Tiffanyborough, NJ 59874",
63358.60592,6.19,16,5,38575.2732,128070,"59368 Miller Trafficway Suite 095
Banksview, VT 62470-6977",
68595.99772,6.54,17,4,55323.95726,138884,"9569 Chloe Ports
Lake Stacyshire, NE 25955-2308",
81668.78943,6.88,19,5,28884.05091,194022,"85544 Cox Centers
Davismouth, NE 55867-0973",
80379.05536,7.07,17,4,54143.3287,158688,"5992 Sanders Freeway
Orozcoville, IL 93327-1981",
59195.32587,5.94,13,14,30774.75314,962081,"30920 Griffin Club
New Kimberlyfort, TN 88640",
56909.83476,5.85,10,15,36794.19937,104979,"01713 Katherine Court
New Susanside, WI 21196",
66959.33983,5.36,15,16,36043.02049,104078,"580 Maxwell Extensions Suite 388
West Carly, WV 33983",
52267.24735,6.64,2,11,25983.5197,110038,"343 Burns Drives
Kathleenhaven, AL 73693",
38868.25031,6.96,9,7,25432.07677,759044,"86840 Jonathon Field
Stevenport, KY 45694-2395",
67466.29858,6.2,9,19,47444.71283,128376,"847 Wesley Vista Suite 668
Butlermouth, IN 29187",
67453.08131,6.02,8,13,49085.96278,116294,"8049 Joseph Ville
Austinshire, OH 39898-5331",
64405.64944,8,18,9,42611.5397,142097,"65018 Mcdonald Dam
Hineston, FL 55892",
62485.90147,6.12,13,13,32428.12577,972670,"Unit 2473 Box 7729
DPO AA 36548-9176",
84613.54293,7.08,10,19,43480.69971,180424,"0559 Bryan Plains
Christinaburgh, KY 52933",
69616.21355,5.35,13,9,14476.76064,836883,"9086 Sarah Pass Apt. 676
Padillamouth, AK 72972-4551",
68173.77439,5.2,3,19,57699.95756,129464,"647 Michael Cliff Suite 122
Evanschester, NY 62341",
80431.0356,5.47,17,6,34615.59849,130047,"35149 Dawson Valley
West Juliehaven, GU 84851-7166",
66098.57072,5.87,14,20,28433.85035,104037,"USCGC Guzman
FPO AE 96158-4679",
63866.3679,6.47,1,18,33288.95842,119325,"531 Peck Park
North Johnport, MA 11372",
76960.77907,4.91,20,6,55375.66821,161812,"46521 Williams Mall
West Richard, OK 68233",
75595.70207,5.01,11,20,30177.11796,111385,"61875 Sheila Branch Apt. 296
Stephanieshire, NY 63229-2478",
68214.14095,6.83,11,10,37311.66414,170629,"2079 Little Flats Suite 920
East Stevenville, MA 36496",
50881.91067,5.38,10,1,35777.29469,658644,"294 Angela Common
Laurieshire, ME 68533-3663",
63780.9979,6.68,19,12,35056.44834,116899,"940 Jones Roads Apt. 703
Ericport, CA 59316",
73193.43593,5.3,1,18,35707.7623,112320,"26579 Janice Club
New Steven, VI 56204-3194",
73875.67601,4.93,15,7,34332.42096,915818,"332 Cabrera Shoal Apt. 452
New John, WI 34660",
76402.50508,4.57,1,3,30636.46158,113414,"USS Nixon
FPO AE 74737-2918",
76221.793,6.46,3,8,30324.19143,158976,"6557 David Corners Apt. 844
Cooperfurt, FL 23835-5841",
53630.31681,3.44,4,19,43358.5705,552585,"42201 Brandon Brooks
East Justin, MT 68266",
70488.78281,6.7,16,18,38326.00336,135291,"2412 Terrence Stream Apt. 340
East Juanland, AZ 60790",
76149.22102,3.43,20,3,30532.99239,104328,"106 Scott Plain
North Audrey, AZ 04363-0913",
63748.24248,6.25,7,10,47926.40802,158943,"26516 Tiffany Walk Suite 287
Gillside, AZ 62937",
73038.22482,6.5,8,12,32508.90973,134888,"11766 Gallegos Falls Suite 762
Stevenbury, KY 91300",
76992.81884,6.52,2,1,24874.03512,121244,"8188 Henry Gardens
Port Rogerberg, OK 27962-5231",
89510.91582,5.86,17,3,29766.44407,158072,"10694 Amanda Orchard
Cassandraport, WI 70523",
70438.39363,5.83,18,5,29990.62536,121528,"729 Singh Drives Suite 258
Roberttown, KS 39950",
64345.07143,6.17,15,17,48621.16851,139178,"119 Thompson Place
Christinaton, DE 48205",
65901.47709,5.99,19,6,32810.13795,112724,"Unit 5691 Box 8533
DPO AE 09658",
58858.02165,7.03,10,8,23978.58886,123460,"USS Brown
FPO AE 78902-0715",
59716.58307,5.07,2,8,49859.49907,936234,"73567 Daniel Ville Apt. 562
Vanessamouth, MP 12924-0251",
89112.70263,6.56,1,12,29673.02264,185233,"2948 Andrews Cliffs Apt. 191
Jessicaview, GU 74128",
85522.89108,6.02,1,9,49257.8511,200993,"494 Kathleen Route Apt. 078
East Tracichester, FM 41408",
50005.04875,7.62,18,14,32614.77708,828127,"41386 Casey Mission Apt. 524
Leslieport, WY 14692",
71491.38108,6.42,1,4,42631.83698,166111,"441 Bell Roads
Howardfurt, MN 15904",
65608.60771,7.56,7,4,28774.42668,129590,"1039 Danielle Overpass Apt. 032
Smithville, SC 96125-9024",
65431.3248,5.41,4,5,23365.44462,989643,"112 Jennifer Locks Suite 881
West Mark, VA 43382-8111",
81909.50693,8.53,2,10,30777.97017,178851,"183 Brendan Trace Suite 990
Millerside, FL 28725",
82514.29918,7.12,13,19,32252.1437,181485,"Unit 6643 Box 2423
DPO AA 82069",
72764.93092,5.9,5,15,19595.96368,117070,"4903 Burgess Square
New Julie, NY 69102",
55288.83745,6.19,20,17,31144.65521,109078,"386 Johnson Shoal Apt. 607
Lydiashire, OH 14525-4403",
59420.35326,4.6,19,9,20691.47878,440585,"6441 Devin Cape Suite 400
East Donald, LA 54008",
59042.57706,7.24,6,5,33182.43628,102943,"85315 Jason Junctions
Katherinestad, MH 96677-4715",
76650.59037,3.41,12,16,36333.95285,828120,"911 Bean Spurs
New John, MO 60974",
59912.8239,6.74,11,18,38092.9276,985283,"9936 April Plain
South Robert, AR 47420-4991",
69544.12817,5.29,6,16,27071.52903,879062,"2114 James Oval Apt. 035
Bryanburgh, AR 85968",
56588.23692,4.93,12,3,38132.46448,609402,"1214 Dennis Skyway
East Pamelastad, HI 95893",
66269.51277,6.82,2,20,18114.57522,116885,"13878 Lori Points
Butlerberg, AZ 93348-9767",
74890.93612,6.96,19,10,25333.87085,130750,"186 Bradley Locks Suite 428
Mccannview, IL 91770",
71053.69196,7,3,19,29359.20517,135725,"096 Thompson Land Apt. 282
Gutierrezside, MH 02278",
60721.09573,6.44,9,3,29978.65909,118163,"793 Landry Mountain
South Shannon, PA 26333",
70204.38625,6.36,15,15,38773.09407,129461,"035 Murray Greens Suite 071
North Richardstad, ND 69006-6808",
62347.25085,4.45,5,3,37499.0055,911656,"953 Owens Brook
West Jonathan, AZ 20829",
73688.59397,6.26,4,4,30994.79989,114932,"USNS Smith
FPO AA 61423-8670",
45685.24992,5.34,16,4,30345.59016,867714,"708 Murray Motorway Suite 993
Adamhaven, FL 90718",
70689.36434,5.86,9,6,21350.09975,973068,"PSC 7179, Box 6714
APO AA 57159",
74510.79036,5.83,7,10,9579.071782,108440,"0543 Michele Spring
Gouldville, ND 34180-6287",
98468.25364,7.03,11,4,50676.3124,227545,"USNV Hoffman
FPO AA 45311-5701",
69275.04729,6.13,5,14,40144.75061,123320,"31046 Aaron Ways
Bryantown, AL 26462",
65969.70704,7.32,3,16,61772.75681,190602,"6609 Andrew Extension
Emilyland, MP 55694",
65897.66157,6.15,12,2,49667.60637,141262,"474 Mckinney Underpass
Lake Andreaview, CA 16833",
72110.50499,6.98,10,2,23411.94554,120876,"952 Richard Spring Apt. 574
Moniquemouth, WA 18628",
82069.6606,5.49,12,14,47005.49681,171092,"547 Ashley Knoll Apt. 840
North Veronica, LA 13077-7129",
47422.74582,5.89,5,12,42771.40598,750119,"08059 Bailey Fort
Sandovalland, NJ 68704",
71713.79826,6.44,15,17,26861.13336,136182,"5672 Barton Port
Gonzalesborough, PR 77884",
42348.16246,6.79,1,9,33609.69466,904785,"329 Duke Rest
South Juanport, GU 60058",
61393.05011,4.38,2,3,44258.90193,980141,"PSC 0015, Box 2446
APO AP 94869-0746",
63783.5313,5.67,9,7,32620.40732,798254,"2277 Cody Island
Lake Frank, NJ 80726-0483",
59803.15371,6.71,1,19,30788.30391,102650,"5262 Dean Divide
Billyland, FL 74609",
92201.21433,5.23,9,4,45452.28028,169233,"4931 Kristin Cape
Christineburgh, ND 06300",
75967.13508,5.93,17,16,38897.09158,140550,"6395 Bruce Passage
New Michelle, AL 72494",
61300.28128,5.76,7,9,33922.63298,946182,"1174 Jessica Mill Apt. 360
Port Mariafort, NV 90740",
77695.00496,6.72,13,7,42122.53515,172377,"71136 Elizabeth Parks
Watkinsshire, NE 69474-2127",
66764.39845,5.09,16,12,28467.21144,123840,"0748 Richard Lodge
East Mary, NM 61589-8091",
56734.15695,6.5,11,14,35452.59151,131716,"243 Singh Course
Hodgeston, WA 03755",
66138.17282,5.44,18,10,40675.79837,115575,"02787 Arthur Plain
Wernerbury, IL 60921",
48747.15505,6.18,11,4,31266.90185,104008,"8172 West Gardens
Kevinshire, MD 69882",
73101.21864,4.64,19,6,39998.46264,126694,"92604 Mcintyre Ridge
East Kelseyport, DE 66874-2943",
69248.80774,5.64,4,9,57771.29235,142223,"1500 Brandon Green
South Julia, NM 84899",
49825.84885,6.35,5,5,46399.80959,122477,"4405 Smith Harbor
Port Margaret, GU 67322",
67557.22185,6.03,17,4,18468.81419,973096,"2713 Flynn Port
Bentleyshire, IN 06799-9053",
59047.80268,4.95,13,9,26365.14509,512252,"0585 Lee Park Suite 358
Dannyland, DE 84315-4350",
60889.38965,6.1,2,1,32997.63893,906419,"4199 Jasmine Burg
Deannafort, AL 94097-4514",
75409.22438,4.85,6,4,33413.26568,111466,"771 Donna Ports
Davidville, NE 67388",
60770.07431,6.69,6,14,38047.13038,127836,"1529 Mary Flats
East Amberberg, NY 70047-7365",
92106.80387,6.3,3,18,32483.35909,172067,"50504 Mary Neck Suite 023
Johnberg, CO 27193-0079",
77256.6833,6.31,5,2,31886.7102,153429,"737 Regina View Apt. 523
South Markberg, NE 49825",
69071.89936,5.79,8,8,32106.89476,106604,"21685 Jake Pike
Geneshire, GU 25597-6641",
79817.66576,6.01,13,20,31765.90139,142839,"PSC 3949, Box 6921
APO AE 76349",
85172.82909,3.94,2,17,26018.01564,855423,"422 Louis Road Suite 452
Heathermouth, VA 53491-4837",
63765.46966,4.83,11,6,44863.71498,853084,"5595 Nguyen Shores
Watkinsbury, OH 29757-3635",
71028.1759,3.89,20,2,43922.63017,934610,"3757 Price Rue
East Colin, MD 62622-8672",
82681.23684,6.21,19,12,30054.86206,157178,"Unit 5870 Box 7773
DPO AA 32148",
49435.53583,6.53,9,1,43441.99643,927163,"289 Becky Flats Apt. 257
West Kara, IL 19071-5078",
69139.68322,6.53,17,12,29683.80911,122756,"458 David Gardens
South Russellside, MN 47598",
52642.47988,3.92,14,9,50133.01508,671802,"39214 Jason Street
East Danielle, NY 02125",
88345.95978,6.72,5,3,41216.26416,170591,"46067 Diane Shoal Suite 965
Lake Mark, VT 89656-1372",
70558.83907,5.92,1,14,24867.49764,119891,"340 Savannah Rapid Apt. 911
New Chelseaville, SD 39482",
55242.58868,5.92,1,3,48812.88401,123009,"USNS Martinez
FPO AP 84604",
50802.66615,6.79,2,20,23725.78271,764635,"181 Peterson Vista
Gonzalezview, WY 90756-4263",
79700.74255,6.15,10,10,31348.74098,155385,"429 Leslie Circle Apt. 738
Brookefort, OH 61661-9485",
68400.24175,5.65,1,20,51988.70353,145193,"5116 Diamond Port Apt. 805
Petersonview, MT 95861",
59107.28758,7.1,13,11,37556.10749,106349,"03274 Matthews Summit
North Lisa, AZ 80100-6646",
71650.4594,6.53,18,17,33925.42449,122618,"0927 Sharon Island Apt. 806
Shannonfurt, IA 29955",
51168.42859,7.51,10,14,30369.19312,122098,"041 Amanda Port
West Davidfurt, NE 83057-8557",
82635.33924,6.4,17,12,33770.24452,148022,"4163 Brooke Village
Jonathanmouth, OK 18359",
76126.01027,6.7,2,12,51054.51591,164187,"41652 Derek Islands Apt. 144
South Andrew, VT 91988",
83319.99616,6.23,6,9,31552.54421,126296,"81551 Carla Drives
West Kaylastad, WY 42793-0307",
85468.53096,4.73,18,13,46505.7883,144457,"30334 Maria Port Apt. 948
Averyshire, MS 98224",
81665.57835,5.56,3,3,34753.88289,135898,"140 Castaneda Hills Suite 975
East Bethany, AR 46807-8183",
74385.1379,3.61,3,16,20951.34787,635530,"895 Valerie Bypass Suite 510
Harrisonton, NH 97852",
86818.06876,5.99,4,4,41440.43383,167018,"94173 Garcia Underpass Suite 047
South Richard, NJ 83173-9962",
63911.61637,5.73,19,3,15576.44502,841236,"18224 Michael Island Suite 910
Port Danielburgh, AZ 34355",
84095.88948,6.21,5,8,21330.98894,158186,"757 Daniel Fort
South Lori, NV 10326-1054",
58435.25941,6.92,6,11,61205.81478,184149,"6511 Stacy Inlet Apt. 152
Kennethstad, PR 56385",
78229.55474,5.76,13,15,60747.20448,189139,"744 Collins Extensions
Nicholasborough, MS 76961",
78160.30843,6.94,7,19,39984.95821,183223,"49501 John Rapids
Buckborough, ID 73832",
72757.63336,4.04,17,6,39088.3994,106209,"8954 Jenkins Isle
North Douglasfort, MO 52507",
48125.48101,7.44,19,7,40090.90836,970044,"85920 Freeman Inlet Apt. 313
Robertsonstad, MI 36075-5741",
76883.4865,7.38,4,13,26262.50733,152890,"549 Mccoy Forges Apt. 808
Rojasside, KY 46664",
69266.08743,5.89,11,8,37180.50036,110715,"3505 Daniel Landing
Ariasland, SD 52630-5212",
71445.08458,6.1,20,13,24318.53011,130003,"76586 Richard Lodge Apt. 408
Chandlerport, TX 40049",
77467.77071,5.77,1,6,43628.95481,154773,"6234 Anderson Drives
North Madelineland, MN 85905-7927",
78578.34342,3.24,12,13,35399.90748,124874,"72180 Valenzuela Rest
Robertsfort, VA 90251-7664",
58909.31344,5.71,10,5,40865.81789,120556,"USS Ellis
FPO AA 53370-1758",
67270.83974,4.61,6,11,33036.30334,993637,"USNS Gates
FPO AP 00484",
76908.23742,6.1,12,18,51630.42482,181385,"765 John Falls Apt. 380
South Kathrynshire, IN 61674-7121",
81272.39558,7.12,16,11,44406.45551,182243,"0479 Todd Prairie
New Kimberlybury, MH 04334",
72827.49079,5.13,1,18,14931.27011,116692,"908 Solis Curve Apt. 755
Elizabethton, MN 84599-0578",
69396.35828,4.84,11,5,34932.29123,952439,"791 Kim Row Apt. 381
East Jacobmouth, FM 47798",
75299.61257,8.17,10,3,34129.24179,165910,"18940 Davis Point Suite 046
Melissahaven, LA 78621",
75258.78058,6.72,11,9,37245.94373,118199,"2796 Anne Drive
North Kristinberg, AZ 79448",
71322.71325,6.3,2,7,25948.64421,112404,"514 Soto Plain Apt. 353
Sarabury, IL 71896",
64429.98478,6.43,15,4,39055.82229,121963,"42781 Herrera Court Apt. 072
North Ian, GU 91772-9544",
63797.57852,5.68,19,16,26094.90558,867082,"34363 Joshua Ville Suite 813
Cochranchester, PR 09069-3135",
70333.46048,5.75,4,8,44795.53111,138597,"PSC 1222, Box 3820
APO AP 48458",
49345.42445,6.27,18,13,15113.5872,725040,"2178 Kelli Estate Suite 805
South Nicholaschester, NY 47584-5955",
56073.89244,6.57,7,9,64149.68021,140976,"95985 West Expressway Apt. 355
Edwardsstad, KS 99645",
68419.3325,5.86,3,1,30464.25722,103670,"030 Curtis Summit
North Rebecca, MP 93095-5357",
69654.35501,3.59,16,12,27022.75918,717273,"940 Kelsey Light Suite 026
Beckstad, GU 27370-7423",
96901.08151,4.69,14,6,32824.79666,164247,"8054 Smith Underpass
Lake Brian, ID 44748-2012",
49160.30411,5.07,5,13,28382.70669,585440,"927 Robert Isle Suite 381
New Karen, MD 94991-2002",
48498.14027,5.12,5,6,30749.64439,602209,"944 Emily Keys Apt. 888
New Markshire, CA 98115",
73112.84819,6.67,15,5,32126.7724,134022,"833 Price Wells Apt. 828
Port Timothy, MS 28892-5598",
57190.75755,5.59,12,15,45340.78189,143005,"948 Rush Row Apt. 811
West Brian, IN 80835-6955",
67775.54642,5.04,9,17,38345.58108,110112,"8601 Tyler Shore Suite 395
Hoopermouth, OR 94949-4346",
52599.08666,6.64,7,15,31590.38533,897223,"56740 Joshua Fort Apt. 838
New Jenniferhaven, IL 37913",
66655.96645,6.37,14,13,36142.96799,140931,"900 Chase Mission
North Lisa, NY 95640-6024",
64635.45765,5.16,16,12,37866.63226,122606,"9657 Russell Fords Apt. 246
Kennedymouth, CO 46084-1358",
87272.09339,5.02,19,16,7522.333138,910099,"20887 Kevin Estates
Amandamouth, LA 65867-3535",
77223.30759,6.23,2,9,36454.29866,149200,"9753 Benjamin Extensions
Edwinberg, DC 77337",
74420.05254,6.59,13,3,40250.88724,155580,"2856 Frank Pine
East Johnhaven, WV 12578-5561",
